Name,Address,Status,Classes_This_Week
Club Pilates Mira Mesa,"9460 Mira Mesa Blvd, Unit P, San Diego, CA, 92126",Open,71
Club Pilates Chino Hills,"13920 City Center Dr., Suite 4010, Chino Hills, CA, 91709",Open,72
Club Pilates Oside,"125 Old Grove Road, Suite 13, Oceanside, CA, 92057",Open,68
Club Pilates Eastlake,"2015 Birch Road, Suite 1204, Chula Vista, CA, 91915",Open,61
Club Pilates La Costa,"6949 El Camino Real, Suite C107, Carlsbad, CA, 92011",Open,64
Club Pilates San Dimas,"915 W. Arrow Hwy, San Dimas, CA, 91773",Open,78
Club Pilates Mission Valley,"10330 Friars Road 112, San Diego, CA, 92120",Open,65
Club Pilates Rancho Santa Margarita,"31431 Santa Margarita Parkway, Ste. A, Rancho Santa Margarita, CA, 92688",Open,67
Club Pilates North Vancouver,"149 East 13th Street, Vancouver, BC, V7L 2L3",coming soon,N/A
Club Pilates Carlsbad,"1818 Marron Road, Suite 102, Carlsbad, CA, 92008",Open,56
Club Pilates Solana Beach,"136 S. Solana Hills Dr., Solana Beach, CA, 92075",Open,55
Club Pilates Anaheim Hills,"701 S. Weir Canyon Rd, Suite 117, Anaheim, CA, 92808",Open,71
Club Pilates Del Mar,"12843 El Camino Real, Suite 202, San Diego, CA, 92130",Open,74
Club Pilates Encinitas,"555 2nd St., Suite 2, Encinitas, CA, 92024",Closed,N/A
Club Pilates Ironwood,"110 - 11380 Steveston Highway, Richmond, BC, V7A 5J5",Open,81
Club Pilates North Park,"3959 30th Street, Suite 101, San Diego, CA, 92104",Open,66
Club Pilates Downtown Vancouver,"941 Hornby St, Vancouver, BC, V6Z 1V3",Open,81
Club Pilates West Palmdale,"1301 Rancho Vista Blvd, Suite 1430, Palmdale, CA, 93551",coming soon,N/A
Club Pilates Lake Forest (LA Fitness),"29400 PORTOLA PARKWAY, LAKE FOREST, CA, 92630",Open,22
Club Pilates Foothill Ranch,"41 Auto Center Drive, 109B, Foothill Ranch, CA, 92610",Open,61
Club Pilates West Covina,"2688 East Garvey Ave South, West Covina, CA, 91791",Open,61
Club Pilates Diamond Bar,"21349 Cold Spring Lane, Diamond Bar, CA, 91765",coming soon,N/A
Club Pilates Bay Park,"3089 Clairemont Dr, Suite B, San Diego, CA, 92117",Open,90
Club Pilates La Jolla,"8657 Villa La Jolla Drive, Suite #125, La Jolla, CA, 92037",Open,74
Club Pilates Bankers Hill,"2760 5th Ave, Suite 110, San Diego, CA, 92103",Open,59
Club Pilates Kitsilano,"2682 West Broadway, Vancouver, BC, V6K 4K4",Open,70
Club Pilates Sycamore Canyon (LA Fitness),"5757 SANTA ANA CANYON Road, ANAHEIM HILLS, CA, 92807",Open,30
Club Pilates Yorba Linda,"18425 Yorba Linda Blvd, Yorba Linda, CA, 92886",Open,74
Club Pilates Sendero,"30917 Gateway Place, #F-8, Rancho Mission Viejo, CA, 92694",Open,57
Club Pilates Camas,"19215 SE 34th St, Ste 108, Camas, WA, 98607",Open,53
Club Pilates Mission Viejo,"25800 Jeronimo Road, Ste 404, Mission Viejo, CA, 92691",Open,69
Club Pilates San Clemente,"802 Avenida Talega, #104, San Clemente, CA, 92673",Open,76
Club Pilates Brea,"3357 E. Imperial Hwy., Brea, CA, 92823",Open,76
Club Pilates Monrovia,"1169 Huntington Drive, Duarte, CA, 91010",Open,63
Club Pilates Liberty Station,"2750 Dewey Rd., Ste. 102, San Diego, CA, 92106",Open,78
Club Pilates Orange - Villa Park,"17767 Santiago Blvd, Suite 610, Villa Park, CA, 92861",Open,143
Club Pilates Happy Valley,"12900 SE 162nd Ave., Ste. 101, Happy Valley, OR, 97086",Open,66
Club Pilates Los Olivos,"8503 Irvine Center Drive, Irvine, CA, 92618",Open,71
Club Pilates Aliso Viejo,"27270 Alicia Parkway, Suite 4E, Laguna Niguel, CA, 92677",coming soon,N/A
Club Pilates Alton Square,"5405 Alton Parkway, Suite B, Irvine, CA, 92604",Open,69
Club Pilates Laguna Niguel,"30100 Town Center Drive, Suite B-1, Laguna Niguel, CA, 92677",Open,74
Club Pilates Dana Point,"33611 Del Obispo St, Ste C, Dana Point, CA, 92629",Open,72
Club Pilates Tustin,"15080 Kensington Park Dr., Suite G 310, Tustin, CA, 92782",Open,85
Club Pilates La Habra,"1470 S Harbor Blvd, La Habra, CA, 90631",Open,64
Club Pilates Irvine Crossroads (LA Fitness),"3960 BARRANCA PKWY, IRVINE, CA, 92606",Open,37
Club Pilates Pasadena,"3735 E Foothill Blvd., Pasadena, CA, 91107",Open,74
Club Pilates Fullerton,"1313 S. Harbor Blvd, Fullerton, CA, 92832",Open,49
Club Pilates XSTUDIO,"17522 Von Karman Ave., Suite H, Irvine, CA, 92614",Open,2
Club Pilates Michelson (LA Fitness),"3021 Michelson Drive, Irvine, CA, 92612",Open,52
Club Pilates UTC,"4143 Campus Dr, Suite C 198, Irvine, CA, 92612",Open,67
Club Pilates Hazel Dell,"7901 NE 6th Ave., Suite 109, Vancouver, WA, 98665",Open,44
Club Pilates Southeast Woodstock,"4324 SE Woodstock Blvd, Suite 101, Portland, OR, 97206",coming soon,N/A
Club Pilates Grant Park,"3218 NE Broadway, Portland, OR, 97232",Closed,N/A
Club Pilates West Linn,"1554 Garden, Street #101, West Linn, OR, 97068",Open,71
Club Pilates La Canada Flintridge,"637 Foothill Blvd., Suite 637, La Cañada Flintridge, CA, 91011",Open,57
Club Pilates South Pasadena,"1123 Fair Oaks Ave, South Pasadena, CA, 91030",Open,86
Club Pilates Slabtown,"1500 Northwest, 21st Ave, Portland, OR, 97209",coming soon,N/A
Club Pilates Costa Mesa,"1525 Mesa Verde Dr. E., Ste 123, Costa Mesa, CA, 92626",Open,56
Club Pilates Newport Beach,"1040 Bayside Dr., Newport Beach, CA, 92660",Open,72
Club Pilates Garden Grove,"12965 Beach Blvd., Garden Grove, CA, 92841",Open,51
Club Pilates Lake Oswego,"3 Monroe Parkway, Suite 300F, Lake Oswego, OR, 97035",Open,63
Club Pilates Cypress,"10135 Valley View Street, Cypress, CA, 90630",Open,53
Club Pilates Garden Grove (LA Fitness),"11932 Valley View Steet, Garden Grove, CA, 92845",Open,24
Club Pilates West Hills,"7515 SW Barnes Rd., Ste. 102, Portland, OR, 97225",Open,75
Club Pilates Huntington Beach,"7012 Edinger, #103, Huntington Beach, CA, 92647",Open,69
Club Pilates Victoria,"3440 Saanich Road, Suite 105, Victoria, BC, V8Z 0B9",coming soon,N/A
Club Pilates Cerritos,"11900 South St, Ste. 120, Cerritos, CA, 90703",Open,60
Club Pilates South Huntington Beach,"8945 Atlanta Ave, Huntington Beach, CA, 92646",Open,78
Club Pilates HB Newland Center,"19730 Beach Blvd., Huntington Beach, CA, 92648",Open,70
Club Pilates Glendale,"329 Brand Blvd, Glendale, CA, 91203",Open,38
Club Pilates Seacliff (LA Fitness),"19330 Goldenwest St, Huntington Beach, CA, 92648",Open,26
Club Pilates Seal Beach,"12830 Seal Beach Blvd, Unit A, Seal Beach, CA, 90740",Open,69
Club Pilates Wilsonville,"8695 SW Jack Burns Blvd, Suite F, Wilsonville, OR, 97070",coming soon,N/A
Club Pilates Cedar Hills,"2725 SW Cedar Hills Blvd., Ste. 100, Beaverton, OR, 97005",Open,80
Club Pilates Lakewood Heartwell,"4146 Woodruff Ave, Lakewood, CA, 90713",Open,64
Club Pilates Burbank,"209 E. Orange Grove Ave, Burbank, CA, 91502",Open,73
Club Pilates Little Tokyo,"200 S. Los Angeles Street, Suite E, Los Angeles, CA, 90012",Open,66
Club Pilates Echo Park,"1720 W Sunset Blvd, Los Angeles, CA, 90026",Open,69
Club Pilates East Long Beach,"5939 E. Spring St., Long Beach, CA, 90808",Open,143
Club Pilates Colwood,"1909 Sooke Rd, #113, Victoria, BC, V9B 1V8",coming soon,N/A
Club Pilates Progress Ridge,"12305 SW Horizon Blvd, Suite J207, Beaverton, OR, 97007",Open,66
Club Pilates Long Beach Marina,"6236 Pacific Coast Highway, Long Beach, CA, 90803",coming soon,N/A
Club Pilates Clovis,"1295 Herndon Ave., Suite 101, Clovis, CA, 93612",Open,77
Club Pilates Tualatin-Sherwood,"21370 Sw. Langer Farms Pkwy., Ste.144, Sherwood, OR, 97140",Open,57
Club Pilates Santa Clarita (LA Fitness),"26455 GOLDEN VALLEY ROAD, SANTA CLARITA, CA, 91350",Open,22
Club Pilates NoHo,"5077 Lankershim Blvd., Suite F, North Hollywood, CA, 91601",Open,76
Club Pilates Hillsboro,"7519 SE Blanton Street, Hillsboro, OR, 97123",coming soon,N/A
Club Pilates WeHo,"7318 Santa Monica Blvd, Ste 20, West Hollywood, CA, 90046",Open,81
Club Pilates Miracle Mile,"724 South La Brea Ave, Los Angeles, CA, 90036",Open,70
Club Pilates Valencia,"27736 McBean Pkwy, Valencia, CA, 91354",Open,74
Club Pilates Valencia (LA Fitness),"28211 NEWHALL RANCH RD, VALENCIA, CA, 91355",Open,20
Club Pilates North Fresno,"7735 N. Blackstone, Suite 101, Fresno, CA, 93720",Open,77
Club Pilates Sherman Oaks,"13727 Ventura Blvd, Sherman Oaks, CA, 91423",Open,52
Club Pilates NW Bakersfield,"4300 Coffee Road, Suite A2, Bakersfield, CA, 93308",Open,67
Club Pilates Stevenson Ranch,"25832 The Old Rd, Valencia, CA, 91381",coming soon,N/A
Club Pilates Granada Hills,"18037 Chatsworth Street, Granada Hills, CA, 91344",Open,80
Club Pilates Culver City,"10732 Jefferson Blvd., Culver City, CA, 90230",Open,82
Club Pilates SW Bakersfield,"9000 Ming Ave., Ste. J1, Bakersfield, CA, 93311",Open,71
Club Pilates West LA,"10955 W Pico Blvd, Los Angeles, CA, 90064",Open,54
Club Pilates Brentwood,"11677 San Vicente Blvd., #304, Los Angeles, CA, 90049",Open,72
Club Pilates Torrance,"2539 Pacific Coast Highway, Suite D, Torrance, CA, 90505",coming soon,N/A
Club Pilates Marina Del Rey,"13175 Mindanao Way, Suite A3, Marina Del Rey, CA, 90292",coming soon,N/A
Club Pilates Tarzana,"18741 Ventura Blvd., Tarzana, CA, 91356",Open,82
Club Pilates Manhattan Beach,"903 N. Sepulveda Blvd., Manhattan Beach, CA, 90266",Open,77
Club Pilates Redondo Beach,"1914 S Pacific Coast Highway, Space 2C, Redondo Beach, CA, 90277",Open,56
Club Pilates Palos Verdes,"59 Peninsula Center, Rolling Hills Estates, CA, 90274",Open,40
Club Pilates Pacific Palisades,"15230 Sunset Blvd., Pacific Palisades, CA, 90272",Open,62
Club Pilates Woodland Hills,"6528 Platt Avenue, West Hills, CA, 91307",coming soon,N/A
Club Pilates South Salem,"4555 Liberty Road S, 270, Salem, OR, 97302",coming soon,N/A
Club Pilates Simi Valley,"2955 Cochran St., #B201, Simi Valley, CA, 93065",Open,63
Club Pilates Thousand Oaks,"1772 East Avenida De Los Arboles, Suite M, Thousand Oaks, CA, 91362",Open,58
Club Pilates Westlake Village,"2820 Townsgate Road, Unit 107, Westlake Village, CA, 91361",Open,69
Club Pilates El Dorado Hills,"4311 Town Center, Suite 430, El Dorado Hills, CA, 95762",Open,55
Club Pilates Eugene,"440 Coburg Road, Suite 100A, Eugene, OR, 97401",Open,81
Club Pilates Folsom,"2766 E Bidwell St., Ste. 100, Folsom, CA, 95630",Open,80
Club Pilates Granite Bay,"6949 Douglas Blvd, Granite Bay, CA, 95746",coming soon,N/A
Club Pilates Rocklin,"5424 Crossings Dr, Suite 101, Rocklin, CA, 95677",Open,69
Club Pilates Camarillo,"2360-F Las Posas Rd., Camarillo, CA, 93010",Open,66
Club Pilates Twelve Bridges,"640 Twelve Bridges Drive, Suite 130, Lincoln, CA, 95648",Open,70
Club Pilates Roseville,"1921 Douglas Blvd., Suite 104, Roseville, CA, 95661",Open,71
Club Pilates Blue Oaks,"1426 Blue Oaks Blvd, Unit 110, Roseville, CA, 95747",Open,73
Club Pilates Fair Oaks,"5317 Sunrise Blvd, Fair Oaks, CA, 95628",Open,64
Club Pilates Oxnard,"2786 Seaglass Way, Oxnard, CA, 93036",coming soon,N/A
Club Pilates Ventura,"4020 E Main St., #B-1-2, Ventura, CA, 93003",Open,78
Club Pilates Loehmann's Plaza,"2529 Fair Oaks Blvd., Sacramento, CA, 95825",Open,65
Club Pilates Elk Grove,"8235 Laguna Blvd., Ste. 120, Elk Grove, CA, 95758",Open,68
Club Pilates Midtown Sac,"1330 21st Street, Ste 101, Sacramento, CA, 95811",Open,71
Club Pilates Natomas,"2860 Del Paso Rd, Ste. 200, Sacramento, CA, 95834",Open,74
Club Pilates Gibson Plaza,"1849 E Gibson Rd, Suite A, Woodland, CA, 95776",Open,62
Club Pilates Five Points,"3951 State Street, Santa Barbara, CA, 93105",Open,78
Club Pilates Davis,"1361 W Covell Blvd, Davis, CA, 95616",Open,71
Club Pilates Tracy,"2620 S. Tracy Blvd., Suite 110-A, Tracy, CA, 95376",coming soon,N/A
Club Pilates Calle Real,"5801 Calle Real, Goleta, CA, 93117",coming soon,N/A
Club Pilates East Contra Costa,"5471 Lone Tree Way, Suite 100, Brentwood, CA, 94513",Open,73
Club Pilates Vacaville,"1671 E Monte Vista Ave, Suite 102, Vacaville, CA, 95688",Open,82
Club Pilates Paso Robles,"2051 Theatre Drive, Paso Robles, CA, 93446",Open,80
Club Pilates Arroyo Grande,"925 Rancho Parkway, Arroyo Grande, CA, 93420",Open,55
Club Pilates San Luis Obispo,"209 Madonna Road, San Luis Obispo, CA, 93405",Open,72
Club Pilates Danville,"3418 Camino Tassajara, Danville, CA, 94506",Open,73
Club Pilates Morgan Hill,"1053 Cochrane Rd., #100, Morgan Hill, CA, 95037",Open,65
Club Pilates Pleasanton,"6766 Bernal Ave., Ste. 530, Pleasanton, CA, 94566",Open,73
Club Pilates Pleasant Hill,"20 Crescent Drive, Suite 5E, Pleasant Hill, CA, 94523",Open,40
Club Pilates Walnut Creek,"1576 Botelho Drive, Walnut Creek, CA, 94596",Open,59
Club Pilates Benicia,"860 Southampton Road, Benicia, CA, 94510",coming soon,N/A
Club Pilates Napa,"651 Trancas Street, Napa, CA, 94558",Open,66
Club Pilates Fremont,"44047 Osgood Rd., Ste. 220, Fremont, CA, 94539",Open,53
Club Pilates Lafayette,"3506 Mt. Diablo Blvd., Ste. E, Lafayette, CA, 94549",Open,40
Club Pilates North San Jose,"1708 Oakland Rd., Suite 200, San Jose, CA, 95131",Open,68
Club Pilates Willow Glen,"1318 Lincoln Avenue, San Jose, CA, 95125",Open,65
Club Pilates Union City,"32175 Union Landing Blvd, Union City, CA, 94587",coming soon,N/A
Club Pilates Santa Clara,"3347 Coronado Place, Santa Clara, CA, 95054",coming soon,N/A
Club Pilates Los Gatos,"14010 Blossom Hill Rd, Los Gatos, CA, 95032",coming soon,N/A
Club Pilates Campbell,"10 E Hamilton Ave, Ste 300, Campbell, CA, 95008",Open,77
Club Pilates West San Jose,"4338 Moorpark Ave, San Jose, CA, 95129",Open,59
Club Pilates Sunnyvale,"562 E El Camino Real, Sunnyvale, CA, 94087",Open,68
Club Pilates Rockridge,"302 49th Street, Oakland, CA, 94609",Open,65
Club Pilates Alameda,"2651 Blanding Ave., Ste. D, Alameda, CA, 94501",Open,79
Club Pilates El Cerrito,"270 El Cerrito Plaza, El Cerrito, CA, 94530",coming soon,N/A
Club Pilates Cupertino,"20670 Stevens Creek Blvd, Cupertino, CA, 95014",Open,68
Club Pilates Mountain View,"1039 El Monte Ave, Suite E and G, Mountain View, CA, 94040",Open,73
Club Pilates Saratoga,"14410 Big Basin Way, Ste. E, Saratoga, CA, 95070",Open,43
Club Pilates Palo Alto,"490 California Ave., Ste. 120, Palo Alto, CA, 94306",Open,50
Club Pilates Redwood City,"336 Woodside Plaza, Redwood City, CA, 94061",Open,69
Club Pilates San Carlos,"50 El Camino Real, #50, San Carlos, CA, 94070",Open,67
Club Pilates Santa Cruz,"1010 Center Street, Santa Cruz, CA, 95060",Open,58
Club Pilates SOMA,"635 8th Street, San Francisco, CA, 94103",Open,58
Club Pilates Novato,"140 Vintage Way, Ste. G 10, Novato, CA, 94945",Open,60
Club Pilates Petaluma East,"289 N. McDowell Blvd., Petaluma, CA, 94954",Open,60
Club Pilates Union Street,"1515 Union Street, San Francisco, CA, 94123",coming soon,N/A
Club Pilates San Mateo,"15 North B Street, Suite F, San Mateo, CA, 94401",coming soon,N/A
Club Pilates Rohnert Park,"957 Golf Course Drive, Rohnert Park, CA, 94928",coming soon,N/A
Club Pilates Greenbrae,"184 Bon Air Center, Greenbrae, CA, 94094",Open,9
Club Pilates Pacific Grove,"188 Country Club Gate Center, Pacific Grove, CA, 93950",Open,62
Club Pilates Daly City,"3 Serramonte Center, Suite G654, Daly City, CA, 94015",coming soon,N/A
Club Pilates Honolulu,"987 Queen Street, Suite 102, Honolulu, HI, 96814",Open,67
